calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
0,0.05,0.0009,15,0.015048148353575066,0.00137515579686924,-0.02,0.0
1,0.05,0.0009,15,-0.012658513388325354,0.04768281045538039,-0.02,0.019
2,0.05,0.0009,15,0.02919946598359123,0.036110892333543,0.0,-0.019
3,0.05,0.0009,15,-0.22554408737432802,-0.10783171826013138,-0.05,0.001
0,0.05,0.0009,15,0.018936253657839602,-0.008892062925464411,-0.02,0.0
1,0.05,0.0009,15,-0.020929801361418948,0.0532286526654851,-0.02,0.019
2,0.05,0.0009,15,0.006254375868579073,0.021250517175905672,0.0,-0.019
3,0.05,0.0009,15,-0.13319357107628177,-0.10633052629570212,-0.05,0.001
0,0.05,0.0009,15,0.01553281818285069,-0.0029335255262454567,-0.02,0.0
1,0.05,0.0009,15,-0.019648435124141567,0.03887319873848503,-0.02,0.019
2,0.05,0.0009,15,0.005410113816773164,-0.018720665217251128,0.0,-0.019
3,0.05,0.0009,15,-0.04558346545134012,-0.06827846331601997,-0.05,0.001
0,0.05,0.0009,15,0.007480613724153433,0.005265226675197019,-0.02,0.0
1,0.05,0.0009,15,-0.012952798094119894,0.03633971323886326,-0.02,0.019
2,0.05,0.0009,15,-0.004646538222170277,-0.01183809101839668,0.0,-0.019
3,0.05,0.0009,15,-0.09720948259022544,-0.07612198108021025,-0.05,0.001
0,0.05,0.0009,15,-0.001071537707710423,-0.00961651247336914,-0.02,0.0
1,0.05,0.0009,15,-0.00990790952733001,0.03156610522765566,-0.02,0.019
2,0.05,0.0009,15,-0.009357287914240477,-0.009447695335864377,0.0,-0.019
3,0.05,0.0009,15,-0.2559844770355063,-0.08772515925891775,-0.05,0.001
0,0.05,0.0009,15,-0.005226938414832756,-0.024899876749727847,-0.02,0.0
1,0.05,0.0009,15,-0.012959050028624675,0.03439142374889911,-0.02,0.019
2,0.05,0.0009,15,-0.025909335712937583,0.01970054418703263,0.0,-0.019
